post_text,category,tone
Proud to be part of a project that actually made a difference. Launching NeuralText was no easy feat but we did it!,Team Success,proud
"We're actively hiring at Google, and the culture here is unreal. DM me if you're looking for your next gig.",Hiring,sad
"Got laid off today. Not gonna lie it stings. But I'm choosing to treat this as a pause, not an end. Onward and upward.",Layoff,confident
"We're actively hiring at Paytm, and the culture here is unreal. DM me if you're looking for your next gig.",Hiring,grateful
Earned the AWS Certified Developer certification today! Took weeks of effort but totally worth it. Time to apply it in the real world.,Achievement,appreciative
"Didn't get the role I wanted internally. Hurts a bit, but I know I've grown in the process. Staying sharp and moving forward.",Career Setback,proud
"Another rejection, this time from Microsoft. But hey, rejection is redirection. Still standing, still learning. #Resilience",Rejection,proud
"Didn't get the role I wanted internally. Hurts a bit, but I know I've grown in the process. Staying sharp and moving forward.",Career Setback,grateful
Proud to be part of a project that actually made a difference. Launching SmartPay was no easy feat but we did it!,Team Success,proud
"Didn't land the job at Razorpay, but I'm thankful for the journey. The interviews taught me more than I expected. Staying hopeful.",Rejection,reflective
Our project didn't reach the finish line. But I'm proud of the team's grit and how we handled the chaos.,Project Reflection,reflective
Our project didn't reach the finish line. But I'm proud of the team's grit and how we handled the chaos.,Project Reflection,motivating
One of my proudest moments passed the Scrum Master exam! Ready to leverage this knowledge in new projects.,Achievement,confident
Our team crushed it with the NeuralText launch at TCS. Every late night and brainstorm paid off.,Team Success,reflective
Looking for a new challenge? My team at Freshworks is expanding drop me a message if you're open to roles.,Hiring,reflective
"We're actively hiring at Swiggy, and the culture here is unreal. DM me if you're looking for your next gig.",Hiring,appreciative
Just finished a workshop on Kubernetes. Already thinking of ways to apply this to my current projects.,Learning,sad
Just finished a workshop on MLOps. Already thinking of ways to apply this to my current projects.,Learning,confident
"Can't believe I'm saying this: I've been promoted to Data Analyst at Paytm! Hard work, patience, and a lot of coffee made this possible.",Promotion,grateful
One of my proudest moments passed the Google Data Analytics exam! Ready to leverage this knowledge in new projects.,Achievement,regretful
"We're actively hiring at Google, and the culture here is unreal. DM me if you're looking for your next gig.",Hiring,proud
Setback this week: wasn't selected for a leadership role I'd worked toward. Regrouping and realigning. Still in the fight.,Career Setback,neutral
"After juggling work and study, I finally completed the TensorFlow Developer course. A step closer to my goals!",Achievement,sad
We launched late and over budget. But we learned what not to do next time and that's worth something.,Project Reflection,grateful
Our team crushed it with the SmartPay launch at Google. Every late night and brainstorm paid off.,Team Success,grateful
"Didn't get the role I wanted internally. Hurts a bit, but I know I've grown in the process. Staying sharp and moving forward.",Career Setback,proud
"Just heard back from my dream company – it's a no this time. Disappointed, but I learned a lot through the process. Back to the grind!",Rejection,grateful
"Every time I think I've  got it', Leadership humbles me. The journey continues and I'm here for it.",Learning,motivating
Dove deep into Design Thinking last weekend and realized how much more there is to master. Forever a student.,Learning,appreciative
"After juggling work and study, I finally completed the TensorFlow Developer course. A step closer to my goals!",Achievement,regretful
Earned the Google Data Analytics certification today! Took weeks of effort but totally worth it. Time to apply it in the real world.,Achievement,proud
"After juggling work and study, I finally completed the AWS Certified Developer course. A step closer to my goals!",Achievement,confident
Looking for a new challenge? My team at CRED is expanding drop me a message if you're open to roles.,Hiring,motivating
Missed out on a major opportunity. Not the result I hoped for but I'm walking away with clarity and a plan.,Career Setback,grateful
"It's official I've been let go. If you know of roles for someone with experience in Leadership, I'd appreciate a shoutout.",Layoff,excited
"Every time I think I've  got it', Kubernetes humbles me. The journey continues and I'm here for it.",Learning,confident
Thrilled to kick off my internship with Swiggy. Hoping to make the most of every opportunity.,Internship,regretful
"Didn't get the role I wanted internally. Hurts a bit, but I know I've grown in the process. Staying sharp and moving forward.",Career Setback,proud
Missed out on a major opportunity. Not the result I hoped for but I'm walking away with clarity and a plan.,Career Setback,appreciative
"Another rejection, this time from Microsoft. But hey, rejection is redirection. Still standing, still learning. #Resilience",Rejection,regretful
Just finished a workshop on Kubernetes. Already thinking of ways to apply this to my current projects.,Learning,motivating
Earned the Google Data Analytics certification today! Took weeks of effort but totally worth it. Time to apply it in the real world.,Achievement,motivating
"Our first MVP failed, and it hurt. But it also revealed flaws in our workflow. Taking these lessons forward.",Project Reflection,proud
"Day one at Microsoft as an intern! A lot to learn, but I'm ready to absorb everything like a sponge.",Internship,confident
"Moving up! Just got promoted at TCS, and I couldn't be more grateful for the leadership that helped me grow into this role.",Promotion,appreciative
"Didn't land the job at Google, but I'm thankful for the journey. The interviews taught me more than I expected. Staying hopeful.",Rejection,motivating
Missed out on a major opportunity. Not the result I hoped for but I'm walking away with clarity and a plan.,Career Setback,reflective
"Didn't get the role I wanted internally. Hurts a bit, but I know I've grown in the process. Staying sharp and moving forward.",Career Setback,proud
Missed out on a major opportunity. Not the result I hoped for but I'm walking away with clarity and a plan.,Career Setback,grateful
Our project didn't reach the finish line. But I'm proud of the team's grit and how we handled the chaos.,Project Reflection,appreciative
"Got laid off today. Not gonna lie it stings. But I'm choosing to treat this as a pause, not an end. Onward and upward.",Layoff,appreciative
